"","StudentNumber","Gender","Grade","Ethnicity","SchoolName","Lunch","Special.Education","Inf..Date","Infraction","Adminstrative.Action","COUNT"
"6712","S1236425","M",7,"Hispanic","Gavit Middle School","Free Lunch","","9/1/2015","Excessive Tardiness","Detention Assigned",2891
"6713","S10962","M",7,"Hispanic","Gavit Middle School","Free Lunch","","9/1/2015","Misbehavior","Conference  Warning",255
"6714","S10353","M",7,"Hispanic","Gavit Middle School","Free Lunch","","9/9/2015","Cell Phone","Teacher Conference",61
"6715","S10236","M",7,"Hispanic","Gavit Middle School","Free Lunch","","9/24/2015","Classroom Disruption","DAR Issued",531
"6716","S1062","M",7,"Hispanic","Gavit Middle School","Free Lunch","","9/25/2015","Classroom Disruption","",217
"6717","S1236430","M",7,"Hispanic","Gavit Middle School","Free Lunch","","10/27/2015","Misbehavior","Detention Assigned",2891
"6718","S10476","F",7,"Black","Gavit Middle School","Reduced Lunch","","9/11/2015","Bullying - Verbal","Parent Conference",97
"6719","S1016","F",7,"Black","Gavit Middle School","Reduced Lunch","","9/15/2015","Disciplinary File Review","Behavior Agreement",19
"6720","S1233104","F",7,"Black","Gavit Middle School","Reduced Lunch","","11/13/2015","Inappropriate Language","ISS-1 Day ICBM",1807
"6721","S1233105","F",7,"Black","Gavit Middle School","Reduced Lunch","","12/16/2015","Verbal Assault","ISS-1 Day ICBM",1807
"6722","S1018","M",7,"Hispanic","Gavit Middle School","Free Lunch","","10/12/2015","Disciplinary File Review","Behavior Agreement",19
"6723","S1236441","M",7,"Hispanic","Gavit Middle School","Free Lunch","","10/26/2015","Excessive Tardiness","Detention Assigned",2891
"6724","S1236457","M",7,"Hispanic","Gavit Middle School","Free Lunch","","10/27/2015","Classroom Disruption","Detention Assigned",2891
"6725","S10973","M",7,"Black","Gavit Middle School","Free Lunch","Specific Learning Disability (07)","9/24/2015","Misbehavior","Conference  Warning",255
"6726","S1236463","M",7,"Black","Gavit Middle School","Free Lunch","Specific Learning Disability (07)","9/30/2015","Misbehavior","Detention Assigned",2891
"6727","S1236472","M",7,"Black","Gavit Middle School","Free Lunch","Specific Learning Disability (07)","10/8/2015","Misbehavior","Detention Assigned",2891
"6728","S1236478","M",7,"Black","Gavit Middle School","Free Lunch","Specific Learning Disability (07)","12/18/2015","Classroom Disruption","Detention Assigned",2891
"6729","S10976","F",6,"Multiracial","Gavit Middle School","Free Lunch","","12/3/2015","Misbehavior","Conference  Warning",255
"6730","S10356","F",7,"Multiracial","Gavit Middle School","Free Lunch","","8/31/2015","Cell Phone","Teacher Conference",61
"6731","S1236531","F",7,"Multiracial","Gavit Middle School","Free Lunch","","10/12/2015","Cell Phone","Detention Assigned",2891
"6732","S1236536","F",7,"Multiracial","Gavit Middle School","Free Lunch","","10/16/2015","Excessive Tardiness","Detention Assigned",2891
"6733","S1236539","F",7,"Multiracial","Gavit Middle School","Free Lunch","","10/19/2015","Excessive Tardiness","Detention Assigned",2891
"6734","S1236557","F",7,"Multiracial","Gavit Middle School","Free Lunch","","11/11/2015","Excessive Tardiness","Detention Assigned",2891
"6735","S1236562","F",7,"Multiracial","Gavit Middle School","Free Lunch","","11/17/2015","Excessive Tardiness","Detention Assigned",2891
"6736","S11564","F",7,"Multiracial","Gavit Middle School","Free Lunch","","11/24/2015","Excessive Tardiness","Friday School",317
"6737","S1236584","M",6,"Multiracial","Gavit Middle School","Free Lunch","Language or Speech Impairment (09)","10/26/2015","Uniform Violation","Detention Assigned",2891
"6738","S10623","M",6,"White","Gavit Middle School","Paid","","12/7/2015","Classroom Disruption","",217
"6739","S10695","M",6,"Hispanic","Gavit Middle School","Reduced Lunch","","9/16/2015","Uniform Violation","Verbal Reprimand",317
"6740","S1232563","M",6,"Hispanic","Gavit Middle School","Free Lunch","Specific Learning Disability (07)","9/16/2015","Harassment/Intimidation","Lunch Restriction",926
"6741","S1227818","F",6,"White","Gavit Middle School","Free Lunch","","11/18/2015","Classroom Disruption","Administrative Conference",1230
"6742","S11783","F",6,"Black","Gavit Middle School","Free Lunch","","8/17/2015","Other","SEI Consultation",573
"6743","S10715","M",6,"White","Gavit Middle School","Reduced Lunch","","12/4/2015","Fighting","OSS-Two Days Out of School Suspension",290
"6744","S10536","F",6,"White","Gavit Middle School","Free Lunch","Emotional Disability (Full Time) (05)","10/20/2015","Classroom Disruption","Ripple Effects Module",77
"6745","S10547","F",6,"White","Gavit Middle School","Free Lunch","Emotional Disability (Full Time) (05)","10/20/2015","Misbehavior","Ripple Effects Module",77
"6746","S1236592","M",6,"Black","Gavit Middle School","Free Lunch","","9/17/2015","3 Tardies In 5 Days","Detention Assigned",2891
"6747","S11565","M",6,"Black","Gavit Middle School","Free Lunch","","9/29/2015","3 Tardies In 5 Days","Friday School",317
"6748","S1236593","M",6,"Black","Gavit Middle School","Free Lunch","","10/1/2015","Misbehavior","Detention Assigned",2891
"6749","S1236596","M",6,"Black","Gavit Middle School","Free Lunch","","11/11/2015","Classroom Disruption","Detention Assigned",2891
"6750","S1024","M",6,"Black","Gavit Middle School","Free Lunch","","11/17/2015","Misbehavior","DAR Issued",531
"6751","S1038","F",7,"Black","Gavit Middle School","Free Lunch","","10/15/2015","Cell Phone","Teacher Conference",61
"6752","S10561","M",6,"Black","Gavit Middle School","Free Lunch","Specific Learning Disability (07)","8/28/2015","Physical Assault/Battery-Studn","ISS-Half Day ICBM",270
"6753","S1236597","M",6,"Black","Gavit Middle School","Free Lunch","Specific Learning Disability (07)","11/11/2015","Excessive Tardiness","Detention Assigned",2891
"6754","S10562","M",6,"Black","Gavit Middle School","Free Lunch","Specific Learning Disability (07)","11/19/2015","Disruption-School Process","ISS-Half Day ICBM",270
"6755","S10566","M",6,"Black","Gavit Middle School","Free Lunch","Specific Learning Disability (07)","12/3/2015","Excessive Tardiness","ISS-Half Day ICBM",270
"6756","S1236612","M",6,"Black","Gavit Middle School","Free Lunch","Specific Learning Disability (07)","12/11/2015","Misbehavior","Detention Assigned",2891
"6757","S1236617","F",6,"Hispanic","Gavit Middle School","Free Lunch","","12/11/2015","Uniform Violation","Detention Assigned",2891
"6758","S10388","M",7,"Black","Gavit Middle School","Free Lunch","","9/11/2015","Cell Phone","Teacher Conference",61
"6759","S1236620","M",7,"Black","Gavit Middle School","Free Lunch","","9/14/2015","Cell Phone","Detention Assigned",2891
"6760","S1236621","M",7,"Black","Gavit Middle School","Free Lunch","","10/2/2015","Cell Phone","Detention Assigned",2891
"6761","S1236627","M",7,"Black","Gavit Middle School","Free Lunch","","10/2/2015","Insubordination","Detention Assigned",2891
"6762","S1236628","M",7,"Black","Gavit Middle School","Free Lunch","","10/14/2015","Uniform Violation","Detention Assigned",2891
"6763","S1236629","M",7,"Black","Gavit Middle School","Free Lunch","","10/20/2015","Cell Phone","Detention Assigned",2891
"6764","S1236631","M",7,"Black","Gavit Middle School","Free Lunch","","10/26/2015","Uniform Violation","Detention Assigned",2891
"6765","S1236637","M",7,"Black","Gavit Middle School","Free Lunch","","11/11/2015","Failure Refused Detention","Detention Assigned",2891
"6766","S1236647","M",7,"Black","Gavit Middle School","Free Lunch","","11/19/2015","Failure Refused Detention","Detention Assigned",2891
"6767","S10717","M",7,"Black","Gavit Middle School","Free Lunch","","11/30/2015","Theft School/Private Property","OSS-Two Days Out of School Suspension",290
"6768","S11288","M",7,"Black","Gavit Middle School","Free Lunch","","8/19/2015","Harassment/Intimidation","ISS-2 Day ICBM",407
"6769","S10567","M",7,"Black","Gavit Middle School","Free Lunch","","8/25/2015","Inappropriate Language","ISS-Half Day ICBM",270
"6770","S10399","M",7,"Black","Gavit Middle School","Free Lunch","","8/28/2015","Cell Phone","Teacher Conference",61
"6771","S1236650","M",7,"Black","Gavit Middle School","Free Lunch","","9/10/2015","Cell Phone","Detention Assigned",2891
"6772","S11000","M",7,"Black","Gavit Middle School","Free Lunch","","9/15/2015","Physical Assault/Battery-Studn","OSS-Out Of School Suspension",327
"6773","S10187","M",7,"Black","Gavit Middle School","Free Lunch","","9/18/2015","Disciplinary File Review","Behavior Agreement",19
"6774","S1236657","M",7,"Black","Gavit Middle School","Free Lunch","","9/22/2015","Misbehavior","Detention Assigned",2891
"6775","S11536","M",7,"Black","Gavit Middle School","Free Lunch","","9/23/2015","Classroom Disruption","OSS-One Day Out of School Suspension",693
"6776","S1157","M",7,"Black","Gavit Middle School","Free Lunch","","10/9/2015","Classroom Disruption","Friday School",317
"6777","S1057","M",7,"Black","Gavit Middle School","Free Lunch","","10/22/2015","Insubordination","ISS-Half Day ICBM",270
"6778","S1236658","M",7,"Black","Gavit Middle School","Free Lunch","","10/28/2015","Misbehavior","Detention Assigned",2891
"6779","S1236659","M",7,"Black","Gavit Middle School","Free Lunch","","11/4/2015","Misbehavior","Detention Assigned",2891
"6780","S11589","M",7,"Black","Gavit Middle School","Free Lunch","","11/11/2015","Cell Phone","Friday School",317
"6781","S1236668","M",7,"Black","Gavit Middle School","Free Lunch","","11/18/2015","Other","Detention Assigned",2891
"6782","S11607","M",7,"Black","Gavit Middle School","Free Lunch","","11/19/2015","Rule Violation","Friday School",317
"6783","S10983","M",7,"Black","Gavit Middle School","Free Lunch","","11/20/2015","Inappropriate Language","Conference  Warning",255
"6784","S10984","M",7,"Black","Gavit Middle School","Free Lunch","","12/2/2015","Misbehavior","Conference  Warning",255
"6785","S1041","M",7,"Black","Gavit Middle School","Free Lunch","","12/4/2015","Insubordination","OSS-Ten Days OSS/Pending Expulsion",101
"6786","S1236670","F",6,"Black","Gavit Middle School","Free Lunch","","9/22/2015","3 Tardies In 5 Days","Detention Assigned",2891
"6787","S11608","F",6,"Black","Gavit Middle School","Free Lunch","","10/7/2015","Excessive Tardiness","Friday School",317
"6788","S11609","F",6,"Black","Gavit Middle School","Free Lunch","","10/12/2015","Failure Refused Detention","Friday School",317
"6789","S10581","M",7,"Black","Gavit Middle School","Free Lunch","","12/2/2015","Sexual Harassment-Misconduct","OSS-Five Days Out of School Suspension",176
"6790","S10482","M",8,"Black","Gavit Middle School","Free Lunch","","8/19/2015","Uniform Violation","Parent Conference",97
"6791","S1232569","F",7,"Black","Gavit Middle School","Free Lunch","","8/27/2015","Misbehavior","Lunch Restriction",926
"6792","S1236671","F",7,"Black","Gavit Middle School","Free Lunch","","9/30/2015","Failure Refused Detention","Detention Assigned",2891
"6793","S1236676","F",7,"Black","Gavit Middle School","Free Lunch","","9/30/2015","Misbehavior","Detention Assigned",2891
"6794","S1041","F",7,"Black","Gavit Middle School","Free Lunch","","10/1/2015","Cell Phone","Teacher Conference",61
"6795","S1161","F",7,"Black","Gavit Middle School","Free Lunch","","10/1/2015","Insubordination","Friday School",317
"6796","S1236682","F",7,"Black","Gavit Middle School","Free Lunch","","10/15/2015","Cell Phone","Detention Assigned",2891
"6797","S1236684","F",7,"Black","Gavit Middle School","Free Lunch","","10/21/2015","Failure Refused Detention","Detention Assigned",2891
"6798","S1236685","F",7,"Black","Gavit Middle School","Free Lunch","","10/23/2015","Failure To Report","Detention Assigned",2891
"6799","S11299","F",7,"Black","Gavit Middle School","Free Lunch","","11/4/2015","Classroom Disruption","Class Suspension",1164
"6800","S10574","F",7,"Black","Gavit Middle School","Free Lunch","","11/13/2015","Classroom Disruption","ISS-Half Day ICBM",270
"6801","S11004","F",7,"Black","Gavit Middle School","Free Lunch","","11/18/2015","Insubordination","OSS-Out Of School Suspension",327
"6802","S11000","F",7,"Black","Gavit Middle School","Free Lunch","","12/2/2015","Verbal Assault","Conference  Warning",255
"6803","S1236686","F",6,"Hispanic","Gavit Middle School","Free Lunch","","10/1/2015","Other","Detention Assigned",2891
"6804","S10411","F",8,"Black","Gavit Middle School","Free Lunch","","10/15/2015","Cell Phone","Teacher Conference",61
"6805","S1236687","F",7,"Black","Gavit Middle School","Free Lunch","","8/31/2015","Insubordination","Detention Assigned",2891
"6806","S1236689","F",7,"Black","Gavit Middle School","Free Lunch","","9/11/2015","Failure Refused Detention","Detention Assigned",2891
"6807","S1233108","F",7,"Black","Gavit Middle School","Free Lunch","","9/11/2015","Insubordination","ISS-1 Day ICBM",1807
"6808","S11004","F",7,"Black","Gavit Middle School","Free Lunch","","9/11/2015","Trespassing","Conference  Warning",255
"6809","S10108","F",7,"Black","Gavit Middle School","Free Lunch","","9/14/2015","Other","ISS-In School Suspension",47
"6810","S1236690","F",7,"Black","Gavit Middle School","Free Lunch","","9/15/2015","Excessive Tardiness","Detention Assigned",2891
"6811","S10428","F",7,"Black","Gavit Middle School","Free Lunch","","9/15/2015","Uniform Violation","Teacher Conference",61
"6812","S1236693","F",7,"Black","Gavit Middle School","Free Lunch","","9/16/2015","Excessive Tardiness","Detention Assigned",2891
"6813","S1236695","F",7,"Black","Gavit Middle School","Free Lunch","","9/16/2015","Truancy","Detention Assigned",2891
"6814","S10720","F",7,"Black","Gavit Middle School","Free Lunch","","9/17/2015","Failure Refused Detention","OSS-Two Days Out of School Suspension",290
"6815","S1162","F",7,"Black","Gavit Middle School","Free Lunch","","9/24/2015","3 Tardies In 5 Days","Friday School",317
"6816","S10699","F",8,"Multiracial","Gavit Middle School","Free Lunch","Emotional Disability (Other) (06)","9/22/2015","Uniform Violation","Verbal Reprimand",317
"6817","S1233109","M",6,"Black","Gavit Middle School","Free Lunch","","9/4/2015","Classroom Disruption","ISS-1 Day ICBM",1807
"6818","S1236696","M",6,"Black","Gavit Middle School","Free Lunch","","9/14/2015","Failure To Report","Detention Assigned",2891
"6819","S1236698","M",6,"Black","Gavit Middle School","Free Lunch","","10/14/2015","Classroom Disruption","Detention Assigned",2891
"6820","S1236700","M",6,"Black","Gavit Middle School","Free Lunch","","10/14/2015","Failure Refused Detention","Detention Assigned",2891
"6821","S10577","M",6,"Black","Gavit Middle School","Free Lunch","","10/23/2015","Failure Refused Detention","ISS-Half Day ICBM",270
"6822","S10721","M",6,"Black","Gavit Middle School","Free Lunch","","11/2/2015","Misbehavior","OSS-Two Days Out of School Suspension",290
"6823","S1236704","M",6,"Black","Gavit Middle School","Free Lunch","","11/10/2015","Disruption-School Process","Detention Assigned",2891
"6824","S1236705","M",6,"Black","Gavit Middle School","Free Lunch","","12/1/2015","Excessive Tardiness","Detention Assigned",2891
"6825","S10580","M",6,"Black","Gavit Middle School","Free Lunch","","12/7/2015","Excessive Tardiness","ISS-Half Day ICBM",270
"6826","S1233111","M",6,"Black","Gavit Middle School","Free Lunch","","12/15/2015","Excessive Tardiness","ISS-1 Day ICBM",1807
"6827","S11009","M",7,"White","Gavit Middle School","Paid","Specific Learning Disability (07)","8/26/2015","Misbehavior","Conference  Warning",255
"6828","S10627","M",7,"White","Gavit Middle School","Paid","Specific Learning Disability (07)","10/1/2015","Truancy","",217
"6829","S10628","M",7,"White","Gavit Middle School","Paid","Specific Learning Disability (07)","10/2/2015","Inappropriate Language","",217
"6830","S1236711","F",7,"Hispanic","Gavit Middle School","Free Lunch","","8/21/2015","Insubordination","Detention Assigned",2891
"6831","S1236714","F",7,"Hispanic","Gavit Middle School","Free Lunch","","8/27/2015","Excessive Tardiness","Detention Assigned",2891
"6832","S10430","F",7,"Hispanic","Gavit Middle School","Free Lunch","","8/31/2015","Cell Phone","Teacher Conference",61
