StudentNumber,Gender,Grade,Ethnicity,SchoolName,Lunch,Special Education,Inf. Date,Infraction,Adminstrative Action
S1237353,M,6,Black,Gavit Middle School,Free Lunch,,10/12/2015,Gross Insubordination,OSS-One Day Out of School Suspension
S1237353,M,6,Black,Gavit Middle School,Free Lunch,,11/11/2015,Cell Phone,Detention Assigned
S1237361,F,8,Black,Gavit Middle School,Free Lunch,Specific Learning Disability (07),10/21/2015,Gym Non-Shower/Non-Dress,Detention Assigned
S1237361,F,8,Black,Gavit Middle School,Free Lunch,Specific Learning Disability (07),10/22/2015,Gym Non-Shower/Non-Dress,Detention Assigned
S1237361,F,8,Black,Gavit Middle School,Free Lunch,Specific Learning Disability (07),11/4/2015,Failure Refused Detention,ISS-Half Day ICBM
S1237361,F,8,Black,Gavit Middle School,Free Lunch,Specific Learning Disability (07),11/5/2015,Cell Phone,Detention Assigned
S1237361,F,8,Black,Gavit Middle School,Free Lunch,Specific Learning Disability (07),12/15/2015,Gym Non-Shower/Non-Dress,Detention Assigned
S1237364,M,6,Black,Gavit Middle School,Paid,,10/7/2015,Cell Phone,Verbal Reprimand
S1237375,M,8,Black,Gavit Middle School,Free Lunch,,9/8/2015,Sexual Harassment-Misconduct,OSS-Ten Days OSS/Pending Expulsion
S1237379,M,7,Black,Gavit Middle School,Free Lunch,,10/13/2015,Misbehavior,Conference  Warning
S1237379,M,7,Black,Gavit Middle School,Free Lunch,,11/4/2015,Uniform Violation,Detention Assigned
S1237448,M,6,Black,Gavit Middle School,Free Lunch,,10/1/2015,Other,Detention Assigned
S1237473,M,7,Black,Gavit Middle School,Paid,,8/28/2015,Misbehavior,Conference  Warning
S1237473,M,7,Black,Gavit Middle School,Paid,,10/16/2015,Misbehavior,Detention Assigned
S1237473,M,7,Black,Gavit Middle School,Paid,,11/4/2015,Other,SEI Consultation
S1237483,M,7,Black,Gavit Middle School,Free Lunch,,10/14/2015,Cell Phone,Teacher Conference
S1237483,M,7,Black,Gavit Middle School,Free Lunch,,10/20/2015,Misbehavior,Conference  Warning
S1237483,M,7,Black,Gavit Middle School,Free Lunch,,11/16/2015,Misbehavior,Detention Assigned
S1237519,F,8,Black,Gavit Middle School,Free Lunch,,9/4/2015,Uniform Violation,DAR Issued
S1237519,F,8,Black,Gavit Middle School,Free Lunch,,10/14/2015,Cell Phone,Detention Assigned
S1237519,F,8,Black,Gavit Middle School,Free Lunch,,10/23/2015,Insubordination,Detention Assigned
S1237519,F,8,Black,Gavit Middle School,Free Lunch,,11/13/2015,Excessive Tardiness,Detention Assigned
S1237519,F,8,Black,Gavit Middle School,Free Lunch,,11/20/2015,Failure Refused Detention,Parent Conference
S1237531,M,7,Hispanic,Gavit Middle School,Free Lunch,,11/11/2015,Cell Phone,Verbal Reprimand
S1237531,M,7,Hispanic,Gavit Middle School,Free Lunch,,12/9/2015,Misbehavior,Lunch Restriction
S1237531,M,7,Hispanic,Gavit Middle School,Free Lunch,,12/11/2015,Misbehavior,Detention Assigned
S1237590,M,6,Hispanic,Gavit Middle School,Free Lunch,,9/25/2015,Misbehavior,Detention Assigned
S1237590,M,6,Hispanic,Gavit Middle School,Free Lunch,,9/25/2015,Misbehavior,ISS-In School Suspension
S1237590,M,6,Hispanic,Gavit Middle School,Free Lunch,,10/1/2015,Misbehavior,ISS-Half Day ICBM
S1237590,M,6,Hispanic,Gavit Middle School,Free Lunch,,10/20/2015,Classroom Disruption,Friday School
S1237590,M,6,Hispanic,Gavit Middle School,Free Lunch,,10/21/2015,Classroom Disruption,Lunch Restriction
S1237590,M,6,Hispanic,Gavit Middle School,Free Lunch,,10/26/2015,Inappropriate Language,Class Suspension
S1237590,M,6,Hispanic,Gavit Middle School,Free Lunch,,11/19/2015,Classroom Disruption,Class Suspension
S1237590,M,6,Hispanic,Gavit Middle School,Free Lunch,,11/20/2015,Cell Phone,Conference  Warning
S1237590,M,6,Hispanic,Gavit Middle School,Free Lunch,,11/24/2015,Verbal Assault,OSS-Three Days Out of School Suspension
S1237590,M,6,Hispanic,Gavit Middle School,Free Lunch,,12/9/2015,Inappropriate Language,Detention Assigned
S1237590,M,6,Hispanic,Gavit Middle School,Free Lunch,,12/9/2015,Other,SEI Consultation
S1237590,M,6,Hispanic,Gavit Middle School,Free Lunch,,12/11/2015,Misbehavior,Lunch Restriction
S1237590,M,6,Hispanic,Gavit Middle School,Free Lunch,,12/16/2015,Misbehavior,Class Suspension
S1237609,M,7,Black,Gavit Middle School,Free Lunch,,9/21/2015,Uniform Violation,Verbal Reprimand
S1237609,M,7,Black,Gavit Middle School,Free Lunch,,11/12/2015,Classroom Disruption,Verbal Reprimand
S1237637,M,7,Hispanic,Gavit Middle School,Free Lunch,,10/7/2015,Excessive Tardiness,Detention Assigned
S1237688,M,6,Black,Gavit Middle School,Free Lunch,Specific Learning Disability (07),9/10/2015,3 Tardies In 5 Days,Detention Assigned
S1237688,M,6,Black,Gavit Middle School,Free Lunch,Specific Learning Disability (07),9/10/2015,Fighting,OSS-Two Days Out of School Suspension
S1237688,M,6,Black,Gavit Middle School,Free Lunch,Specific Learning Disability (07),9/21/2015,Misbehavior,Lunch Restriction
S1237688,M,6,Black,Gavit Middle School,Free Lunch,Specific Learning Disability (07),9/23/2015,Uniform Violation,
S1237688,M,6,Black,Gavit Middle School,Free Lunch,Specific Learning Disability (07),9/29/2015,Fighting,OSS-Three Days Out of School Suspension
S1237688,M,6,Black,Gavit Middle School,Free Lunch,Specific Learning Disability (07),10/23/2015,Misbehavior,Detention Assigned
S1237688,M,6,Black,Gavit Middle School,Free Lunch,Specific Learning Disability (07),10/26/2015,Fighting,OSS-Three Days Out of School Suspension
S1237707,M,6,Hispanic,Gavit Middle School,Free Lunch,,9/8/2015,3 Tardies In 5 Days,Detention Assigned
S1237707,M,6,Hispanic,Gavit Middle School,Free Lunch,,9/21/2015,3 Tardies In 5 Days,Detention Assigned
S1237707,M,6,Hispanic,Gavit Middle School,Free Lunch,,9/22/2015,3 Tardies In 5 Days,
S1237707,M,6,Hispanic,Gavit Middle School,Free Lunch,,9/23/2015,3 Tardies In 5 Days,ISS-Half Day ICBM
S1237707,M,6,Hispanic,Gavit Middle School,Free Lunch,,12/8/2015,Excessive Tardiness,Detention Assigned
S1237725,M,7,Black,Gavit Middle School,Free Lunch,Specific Learning Disability (07),10/5/2015,Insubordination,Parent Conference
S1237725,M,7,Black,Gavit Middle School,Free Lunch,Specific Learning Disability (07),11/6/2015,Cell Phone,Teacher Conference
S1237725,M,7,Black,Gavit Middle School,Free Lunch,Specific Learning Disability (07),11/11/2015,Cell Phone,Detention Assigned
S1237725,M,7,Black,Gavit Middle School,Free Lunch,Specific Learning Disability (07),12/9/2015,Misbehavior,Lunch Restriction
S1237753,M,8,Black,Gavit Middle School,Free Lunch,,9/15/2015,Classroom Disruption,Detention Assigned
S1237753,M,8,Black,Gavit Middle School,Free Lunch,,10/27/2015,Classroom Disruption,Detention Assigned
S1237944,F,6,Black,Gavit Middle School,Free Lunch,,11/16/2015,Uniform Violation,Conference  Warning
S1237944,F,6,Black,Gavit Middle School,Free Lunch,,12/3/2015,Misbehavior,Class Suspension
S1237969,F,7,Hispanic,Gavit Middle School,Free Lunch,,9/22/2015,Misbehavior,Lunch Restriction
S1237969,F,7,Hispanic,Gavit Middle School,Free Lunch,,10/1/2015,Classroom Disruption,Detention Assigned
S1237969,F,7,Hispanic,Gavit Middle School,Free Lunch,,10/2/2015,Failure Refused Detention,Detention Assigned
S1237969,F,7,Hispanic,Gavit Middle School,Free Lunch,,10/7/2015,Failure Refused Detention,Detention Assigned
S1237969,F,7,Hispanic,Gavit Middle School,Free Lunch,,10/9/2015,Misbehavior,Detention Assigned
S1237969,F,7,Hispanic,Gavit Middle School,Free Lunch,,10/13/2015,Insubordination,ISS-Half Day ICBM
S1237969,F,7,Hispanic,Gavit Middle School,Free Lunch,,10/19/2015,Cell Phone,Teacher Conference
S1237969,F,7,Hispanic,Gavit Middle School,Free Lunch,,10/26/2015,Insubordination,OSS-One Day Out of School Suspension
S1237969,F,7,Hispanic,Gavit Middle School,Free Lunch,,10/28/2015,Leaving Without Permission,Detention Assigned
S1237969,F,7,Hispanic,Gavit Middle School,Free Lunch,,11/2/2015,Fighting,ISS-Half Day ICBM
S1237969,F,7,Hispanic,Gavit Middle School,Free Lunch,,11/5/2015,Insubordination,
S1237969,F,7,Hispanic,Gavit Middle School,Free Lunch,,11/5/2015,Insubordination,OSS-Three Days Out of School Suspension
S1237969,F,7,Hispanic,Gavit Middle School,Free Lunch,,11/13/2015,Insubordination,Detention Assigned
S1237969,F,7,Hispanic,Gavit Middle School,Free Lunch,,11/13/2015,Insubordination,OSS-One Day Out of School Suspension
S1237969,F,7,Hispanic,Gavit Middle School,Free Lunch,,11/17/2015,Gross Insubordination,SEI Consultation
S1237969,F,7,Hispanic,Gavit Middle School,Free Lunch,,12/1/2015,Truancy,Detention Assigned
S1237969,F,7,Hispanic,Gavit Middle School,Free Lunch,,12/11/2015,Gym Non-Shower/Non-Dress,Conference  Warning
S1237969,F,7,Hispanic,Gavit Middle School,Free Lunch,,12/14/2015,Gym Non-Shower/Non-Dress,Detention Assigned
S1237969,F,7,Hispanic,Gavit Middle School,Free Lunch,,12/15/2015,Cell Phone,Detention Assigned
S1237969,F,7,Hispanic,Gavit Middle School,Free Lunch,,12/17/2015,Cell Phone,ISS-1 Day ICBM
S1237972,F,7,Black,Gavit Middle School,Free Lunch,,9/3/2015,Failure Refused Detention,Detention Assigned
S1237972,F,7,Black,Gavit Middle School,Free Lunch,,9/25/2015,Classroom Disruption,
S1237972,F,7,Black,Gavit Middle School,Free Lunch,,10/20/2015,Classroom Disruption,Conference  Warning
S1237972,F,7,Black,Gavit Middle School,Free Lunch,,11/3/2015,Insubordination,Teacher Conference
S1237972,F,7,Black,Gavit Middle School,Free Lunch,,11/6/2015,Insubordination,Friday School
S1237972,F,7,Black,Gavit Middle School,Free Lunch,,11/23/2015,Failure Refused Detention,Detention Assigned
S1237972,F,7,Black,Gavit Middle School,Free Lunch,,12/3/2015,Failure Refused Detention,Detention Assigned
S1237988,F,6,Hispanic,Gavit Middle School,Free Lunch,,9/24/2015,Misbehavior,Lunch Restriction
S1237988,F,6,Hispanic,Gavit Middle School,Free Lunch,,9/30/2015,Failure To Report,ISS-Half Day ICBM
S1237988,F,6,Hispanic,Gavit Middle School,Free Lunch,,10/5/2015,Insubordination,ISS-1 Day ICBM
S1237988,F,6,Hispanic,Gavit Middle School,Free Lunch,,10/8/2015,Insubordination,ISS-In School Suspension
S1237988,F,6,Hispanic,Gavit Middle School,Free Lunch,,10/16/2015,Insubordination,OSS-One Day Out of School Suspension
S1237988,F,6,Hispanic,Gavit Middle School,Free Lunch,,11/13/2015,Insubordination,ISS-Half Day ICBM
S1237999,M,6,Black,Gavit Middle School,Reduced Lunch,,9/1/2015,Classroom Disruption,Detention Assigned
S1237999,M,6,Black,Gavit Middle School,Reduced Lunch,,9/11/2015,Misbehavior,Detention Assigned
S1237999,M,6,Black,Gavit Middle School,Reduced Lunch,,9/15/2015,Fighting,OSS-One Day Out of School Suspension
S1237999,M,6,Black,Gavit Middle School,Reduced Lunch,,9/17/2015,Classroom Disruption,Detention Assigned
S1237999,M,6,Black,Gavit Middle School,Reduced Lunch,,9/21/2015,Classroom Disruption,Friday School
S1237999,M,6,Black,Gavit Middle School,Reduced Lunch,,9/23/2015,3 Tardies In 5 Days,Detention Assigned
S1237999,M,6,Black,Gavit Middle School,Reduced Lunch,,10/1/2015,Other,Detention Assigned
S1237999,M,6,Black,Gavit Middle School,Reduced Lunch,,10/8/2015,Misbehavior,Detention Assigned
S1237999,M,6,Black,Gavit Middle School,Reduced Lunch,,10/9/2015,Leaving Without Permission,Detention Assigned
S1237999,M,6,Black,Gavit Middle School,Reduced Lunch,,10/21/2015,Uniform Violation,Detention Assigned
S1237999,M,6,Black,Gavit Middle School,Reduced Lunch,,12/9/2015,Insubordination,ISS-Half Day ICBM
S1237999,M,6,Black,Gavit Middle School,Reduced Lunch,,12/15/2015,Classroom Disruption,ISS-1 Day ICBM
S1238000,M,6,Black,Gavit Middle School,Reduced Lunch,,9/23/2015,3 Tardies In 5 Days,Detention Assigned
S1238000,M,6,Black,Gavit Middle School,Reduced Lunch,,10/27/2015,Insubordination,Detention Assigned
S1238000,M,6,Black,Gavit Middle School,Reduced Lunch,,11/6/2015,Inappropriate Language,Detention Assigned
S1238000,M,6,Black,Gavit Middle School,Reduced Lunch,,11/12/2015,Misbehavior,Detention Assigned
S1238000,M,6,Black,Gavit Middle School,Reduced Lunch,,12/8/2015,Excessive Tardiness,Detention Assigned
S1238000,M,6,Black,Gavit Middle School,Reduced Lunch,,12/10/2015,Misbehavior,Detention Assigned
S1238225,M,8,Black,Gavit Middle School,Paid,,10/27/2015,Uniform Violation,Conference  Warning
S1238334,M,8,White,Gavit Middle School,Free Lunch,,11/19/2015,Cell Phone,Teacher Conference
S1238515,M,6,Black,Gavit Middle School,Free Lunch,,9/29/2015,Uniform Violation,Detention Assigned
S1238515,M,6,Black,Gavit Middle School,Free Lunch,,10/16/2015,Classroom Disruption,Class Suspension
S1238515,M,6,Black,Gavit Middle School,Free Lunch,,10/26/2015,Fighting,OSS-Two Days Out of School Suspension
S1238515,M,6,Black,Gavit Middle School,Free Lunch,,11/9/2015,Uniform Violation,Class Suspension
S1238515,M,6,Black,Gavit Middle School,Free Lunch,,11/13/2015,Insubordination,Detention Assigned
S1238515,M,6,Black,Gavit Middle School,Free Lunch,,11/30/2015,Uniform Violation,Class Suspension
S1238515,M,6,Black,Gavit Middle School,Free Lunch,,12/7/2015,Uniform Violation,ISS-1 Day ICBM
S1238515,M,6,Black,Gavit Middle School,Free Lunch,,12/16/2015,Gross Insubordination,OSS-Two Days Out of School Suspension
S1238870,F,7,Black,Gavit Middle School,Free Lunch,,8/25/2015,Refused Class Work,Detention Assigned
S1238870,F,7,Black,Gavit Middle School,Free Lunch,,9/4/2015,Classroom Disruption,Detention Assigned
S1238870,F,7,Black,Gavit Middle School,Free Lunch,,9/15/2015,Gym Non-Shower/Non-Dress,Detention Assigned
S1238870,F,7,Black,Gavit Middle School,Free Lunch,,10/1/2015,Cell Phone,Teacher Conference
S1238870,F,7,Black,Gavit Middle School,Free Lunch,,10/5/2015,Cell Phone,Detention Assigned
S1238870,F,7,Black,Gavit Middle School,Free Lunch,,10/6/2015,Cell Phone,Verbal Reprimand
S1238870,F,7,Black,Gavit Middle School,Free Lunch,,11/2/2015,Uniform Violation,Detention Assigned
S1238870,F,7,Black,Gavit Middle School,Free Lunch,,11/13/2015,Misbehavior,Detention Assigned
S1238870,F,7,Black,Gavit Middle School,Free Lunch,,11/17/2015,Excessive Tardiness,Detention Assigned
S1238870,F,7,Black,Gavit Middle School,Free Lunch,,12/8/2015,Excessive Tardiness,Friday School
S1238870,F,7,Black,Gavit Middle School,Free Lunch,,12/15/2015,Excessive Tardiness,ISS-Half Day ICBM
S1238915,M,6,Black,Gavit Middle School,Free Lunch,,9/9/2015,Misbehavior,ISS-1 Day ICBM
S1238915,M,6,Black,Gavit Middle School,Free Lunch,,9/14/2015,3 Tardies In 5 Days,Detention Assigned
S1238915,M,6,Black,Gavit Middle School,Free Lunch,,9/21/2015,Misbehavior,Detention Assigned
S1238915,M,6,Black,Gavit Middle School,Free Lunch,,10/12/2015,Classroom Disruption,Class Suspension
S1238945,F,7,Black,Gavit Middle School,Free Lunch,,8/25/2015,Refused Class Work,Detention Assigned
S1238945,F,7,Black,Gavit Middle School,Free Lunch,,10/7/2015,Excessive Tardiness,Detention Assigned
S1238945,F,7,Black,Gavit Middle School,Free Lunch,,10/14/2015,Misbehavior,Detention Assigned
S1238945,F,7,Black,Gavit Middle School,Free Lunch,,10/16/2015,Truancy,Detention Assigned
S1238945,F,7,Black,Gavit Middle School,Free Lunch,,11/9/2015,Uniform Violation,Detention Assigned
S1238949,F,7,Hispanic,Gavit Middle School,Reduced Lunch,,10/16/2015,Cell Phone,Detention Assigned
S1238949,F,7,Hispanic,Gavit Middle School,Reduced Lunch,,10/16/2015,Misbehavior,Detention Assigned
S1238949,F,7,Hispanic,Gavit Middle School,Reduced Lunch,,11/5/2015,Cell Phone,Detention Assigned
S1238949,F,7,Hispanic,Gavit Middle School,Reduced Lunch,,12/3/2015,Cell Phone,Detention Assigned
S1238949,F,7,Hispanic,Gavit Middle School,Reduced Lunch,,12/4/2015,Classroom Disruption,Parent Conference
S1238949,F,7,Hispanic,Gavit Middle School,Reduced Lunch,,12/4/2015,Unprepared For Class Work,Detention Assigned
S1238949,F,7,Hispanic,Gavit Middle School,Reduced Lunch,,12/10/2015,Other,SEI Consultation
S1238949,F,7,Hispanic,Gavit Middle School,Reduced Lunch,,12/17/2015,Cell Phone,ISS-1 Day ICBM
S1238988,M,8,Black,Gavit Middle School,Free Lunch,,10/9/2015,Disruption-School Process,OSS-Two Days Out of School Suspension
S1239137,M,6,White,Gavit Middle School,Free Lunch,,9/2/2015,Physical Assault/Battery-Studn,ISS-1 Day ICBM
S1239137,M,6,White,Gavit Middle School,Free Lunch,,10/14/2015,Misbehavior,Detention Assigned
S1239137,M,6,White,Gavit Middle School,Free Lunch,,10/22/2015,Classroom Disruption,Class Suspension
S1239291,M,8,White,Gavit Middle School,Free Lunch,,9/22/2015,Misbehavior,ISS-1 Day ICBM
S1239291,M,8,White,Gavit Middle School,Free Lunch,,10/16/2015,Insubordination,Detention Assigned
S1239291,M,8,White,Gavit Middle School,Free Lunch,,10/16/2015,Insubordination,Detention Assigned
S1239291,M,8,White,Gavit Middle School,Free Lunch,,10/19/2015,Truancy,Detention Assigned
S1239401,M,8,White,Gavit Middle School,Paid,Specific Learning Disability (07),11/18/2015,Truancy,Detention Assigned
S1239401,M,8,White,Gavit Middle School,Paid,Specific Learning Disability (07),12/14/2015,Cell Phone,
S1239404,F,7,White,Gavit Middle School,Paid,,9/14/2015,Cell Phone,Teacher Conference
S1239404,F,7,White,Gavit Middle School,Paid,,10/23/2015,Cell Phone,Detention Assigned
S1239404,F,7,White,Gavit Middle School,Paid,,11/10/2015,Cell Phone,Detention Assigned
S1239480,M,7,Hispanic,Gavit Middle School,Free Lunch,,9/24/2015,Inappropriate Language,Conference  Warning
S1239480,M,7,Hispanic,Gavit Middle School,Free Lunch,,9/29/2015,Misbehavior,Lunch Restriction
S1239480,M,7,Hispanic,Gavit Middle School,Free Lunch,,10/16/2015,Truancy,Attend Notice Sent
S1239480,M,7,Hispanic,Gavit Middle School,Free Lunch,,10/22/2015,Disruption-School Process,ISS-1 Day ICBM
S1239480,M,7,Hispanic,Gavit Middle School,Free Lunch,,12/15/2015,Misbehavior,ISS-1 Day ICBM
S1239487,F,8,Black,Gavit Middle School,Free Lunch,,8/12/2015,Cell Phone,Teacher Conference
S1239487,F,8,Black,Gavit Middle School,Free Lunch,,9/17/2015,Misbehavior,Administrative Conference
S1239487,F,8,Black,Gavit Middle School,Free Lunch,,9/17/2015,Uniform Violation,Administrative Conference
S1239488,F,7,Black,Gavit Middle School,Free Lunch,,9/4/2015,Misbehavior,Conference  Warning
S1239488,F,7,Black,Gavit Middle School,Free Lunch,,10/1/2015,Excessive Tardiness,Detention Assigned
S1239488,F,7,Black,Gavit Middle School,Free Lunch,,10/2/2015,Excessive Tardiness,Friday School
S1239488,F,7,Black,Gavit Middle School,Free Lunch,,10/6/2015,Excessive Tardiness,ISS-Half Day ICBM
S1239488,F,7,Black,Gavit Middle School,Free Lunch,,10/6/2015,Insubordination,ISS-Half Day ICBM
S1239488,F,7,Black,Gavit Middle School,Free Lunch,,10/13/2015,Cell Phone,Teacher Conference
S1239488,F,7,Black,Gavit Middle School,Free Lunch,,11/11/2015,Classroom Disruption,Conference  Warning
S1239488,F,7,Black,Gavit Middle School,Free Lunch,,11/16/2015,Disruption-School Process,OSS-Two Days Out of School Suspension
S1239662,F,6,Black,Gavit Middle School,Free Lunch,,9/30/2015,3 Tardies In 5 Days,Detention Assigned
S1239662,F,6,Black,Gavit Middle School,Free Lunch,,10/14/2015,Excessive Tardiness,Detention Assigned
S1239662,F,6,Black,Gavit Middle School,Free Lunch,,10/16/2015,Truancy,Attend Notice Sent
S1239672,M,6,Black,Gavit Middle School,Free Lunch,,11/30/2015,Other,SEI Consultation
S1239785,M,6,White,Gavit Middle School,Free Lunch,,9/2/2015,Harassment/Intimidation,ISS-1 Day ICBM
S1239785,M,6,White,Gavit Middle School,Free Lunch,,9/8/2015,Uniform Violation,NA
S1239785,M,6,White,Gavit Middle School,Free Lunch,,9/16/2015,Harassment/Intimidation,ISS-1 Day ICBM
S1239785,M,6,White,Gavit Middle School,Free Lunch,,9/28/2015,Insubordination,Detention Assigned
S1239785,M,6,White,Gavit Middle School,Free Lunch,,10/5/2015,Classroom Disruption,Detention Assigned
S1239785,M,6,White,Gavit Middle School,Free Lunch,,10/13/2015,Classroom Disruption,ISS-1 Day ICBM
